"location","source","target","ID","fuzzy","context","translator_comments","developer_comments"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:419","snape_a920e383","","","False","","","snape ""It would seem so, good day."" id snape_a920e383"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:424","markus_a90293a0","","","False","","","markus ""Hmm, still no reply... maybe Dumbledore forgot? The years could have gotten to him. Or has the owl gotten lost?"" id markus_a90293a0"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:425","markus_efd42e43","","","False","","","markus ""Well, as with girls - good things come to those who wait."" id markus_efd42e43"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:426","markus_0e151a36","","","False","","","markus ""Though maybe there was one I didn't tease enough? Khm... Right..."" id markus_0e151a36"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:427","markus_fb30e54e","","","False","","","markus ""Should I wait more? No, enough. Well, I did study her. It shouldn't be a problem."" id markus_fb30e54e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:428","markus_d227c166","","","False","","","markus ""Oh, such fond memories! Almost as good as that time with Olivia... Well, I don't have to time to reminisce."" id markus_d227c166"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:429","markus_326dd79e","","","False","","","markus ""If anyone asks: Salazar Riddle - Ravenclaw. Don't believe me? Ask Professor Filius Flitwick!"" id markus_326dd79e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:430","markus_adb85a59","","","False","","","markus ""Yes, that should work. And the owl shouldn't be too far behind."" id markus_adb85a59"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:432","markus_fb93c88c","","","False","","","markus ""I should take my case, just in case. Heh. Never know what I may need."" id markus_fb93c88c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:436","hagrid_0f3dcb55","","","False","","","hagrid ""Hey, yer! Watch yer blasted thestrals!"" id hagrid_0f3dcb55"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:438","markus_b429aff0","","","False","","","markus ""Oh, Merlin's beard! Anyone but Hagrid. I must get away before he sees me!"" id markus_b429aff0"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:440","hagrid_6787922e","","","False","","","hagrid ""Wha' in Morgana's saggy tits?! Are me eyes deceivin' me?! Sally! Good ter see yeh, lad!"" id hagrid_6787922e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:445","markus_22af249e","","","False","","","markus ""Oh, no, you... you have mistaken me for someone else... I am Marcus. Marcus Redblack. And very much in a hurry..."" id markus_22af249e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:447","hagrid_efb56305","","","False","","","hagrid ""O' course, o' course! Good ol' Riddle."" id hagrid_efb56305"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:449","markus_56c0dfc7","","","False","","","markus ""No, that..."" id markus_56c0dfc7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:450","hagrid_fb7b2e1f","","","False","","","hagrid ""So, how have yeh bin, Sally? Don' tell me yeh forgot yer ol' friend Hagrid!"" id hagrid_fb7b2e1f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:452","markus_1c3012eb","","","False","","","markus ""(Just how does he always manage this? I got caught in his flow again. I could be dying, and he'd still reel me in.)"" id markus_1c3012eb"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:454","markus_1839dae3","","","False","","","markus ""No, no. Of course not. See, Hagrid, I'm just in an awful hurry, and I must..."" id markus_1839dae3"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:456","hagrid_068d3544","","","False","","","hagrid ""Right, right! But 's not good ter always be quick! The las' thing yeh wan' is ter finish too soon! Yeh get me?"" id hagrid_068d3544"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:458","markus_9ad2a135","","","False","","","markus ""Oh, yes, I get what you mean..."" id markus_9ad2a135"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:460","hagrid_b0fad7bc","","","False","","","hagrid ""When yeh fuck!"" id hagrid_b0fad7bc"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:462","markus_0f37d299","","","False","","","markus ""Yes, Hagrid, I got it!"" id markus_0f37d299"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:465","markus_4c13f2e9","","","False","","","markus ""Mi scusi, mi scusi! Devo andare, devo andare!"" id markus_4c13f2e9"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:467","hagrid_54604fe6","","","False","","","hagrid ""Heh! I see yeh're still learnin' Latin! Or is tha' the snake language?"" id hagrid_54604fe6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:469","markus_8e9fb4f0","","","False","","","markus ""Si! Umm, nein! I mean, no, not Parseltongue, but yes, Latin... alea jacta est, and all that..."" id markus_8e9fb4f0"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:471","hagrid_7c1fb040","","","False","","","hagrid ""Well, I dunno no languages, but I sure do know how ter use me tongue. Get it? Use me tongue!"" id hagrid_7c1fb040"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:473","markus_277a8d32","","","False","","","markus ""Yes, yes, I get it..."" id markus_277a8d32"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:475","hagrid_67f94a27","","","False","","","hagrid ""Fer lickin' pussy!"" id hagrid_67f94a27"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:477","markus_e695963f","","","False","","","markus ""Yes Hagrid, very, um... funny..."" id markus_e695963f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:480","markus_897b64ef","","","False","","","markus ""Hagrid! I can't believe it's you!"" id markus_897b64ef"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:482","hagrid_c970a166","","","False","","","hagrid ""Sally! I'm so happy ter see yeh! Yeh look like a proper man now!"" id hagrid_c970a166"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:484","markus_e6dbef3c","","","False","","","markus ""Well, it's been a few years, Hagrid. If I didn't look more like a man there'd be something seriously wrong with me. And I see that you... err... haven't gotten any... smaller..."" id markus_e6dbef3c"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:486","hagrid_d6a24497","","","False","","","hagrid ""Nope! I'm exactly the same size! Yer wan' ter know wha' else is the same size?"" id hagrid_d6a24497"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:488","markus_83ef83ae","","","False","","","markus ""No, not really, no..."" id markus_83ef83ae"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:490","hagrid_7159e08b","","","False","","","hagrid ""Me strappin' prick!"" id hagrid_7159e08b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:492","markus_49ebdd38","","","False","","","markus ""Charming..."" id markus_49ebdd38"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:497","markus_6b91edda","","","False","","","markus ""(Of all the people to run into today...)"" id markus_6b91edda"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:500","hagrid_86a0a5bc","","","False","","","hagrid ""So, what brings yeh here, Sally? Yeh wan' ter see the fresh graduates?"" id hagrid_86a0a5bc"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:502","markus_00aecbe9","","","False","","","markus ""Listen, Hagrid... Dumbledore is waiting for me."" id markus_00aecbe9"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:504","hagrid_87ecdabe","","","False","","","hagrid ""I bet yeh wan' ter do more 'n jus' see!"" id hagrid_87ecdabe"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:506","markus_4ec2b66f","","","False","","","markus ""Hagrid, the Headmaster is waiting for me..."" id markus_4ec2b66f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:508","hagrid_84a962df","","","False","","","hagrid ""Well, lemme show yeh the way!"" id hagrid_84a962df"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:511","markus_9e034d8f","","","False","","","markus ""What?! I mean, there's no need for you to bother!"" id markus_9e034d8f"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:513","hagrid_2fc9923b","","","False","","","hagrid ""Don' mention it! 's good fer me ter stretch me legs once in a while."" id hagrid_2fc9923b"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:514","markus_60a40d15","","","False","","","markus ""Yes..."" id markus_60a40d15"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:515","hagrid_877aeabf","","","False","","","hagrid ""Are yeh still writin' porn?"" id hagrid_877aeabf"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:520","markus_b1090918","","","False","","","markus ""When I have the time to spare, I do, yes."" id markus_b1090918"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:522","hagrid_0610f08a","","","False","","","hagrid ""Our little Sally also trains his arms! Hah! Great! I be missin' yer stories... Lemme give yeh a few ideas!"" id hagrid_0610f08a"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:524","markus_eb5451f6","","","False","","","markus ""Ideas?"" id markus_eb5451f6"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:526","hagrid_90d851eb","","","False","","","hagrid ""Aye! These last few days I've bin havin' this strange dream. Me hand canno' keep up anymore."" id hagrid_90d851eb"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:528","markus_e09b0c11","","","False","","","markus ""Yes. But, Hagrid, not every fantasy is appropriate for..."" id markus_e09b0c11"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:530","hagrid_d75b51c8","","","False","","","hagrid ""Yeh get it? Me \""hand\"" canno' keep up!"" id hagrid_d75b51c8"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:532","markus_441c02bc","","","False","","","markus ""Yes, Hagrid, I understand that you jerk off way too much."" id markus_441c02bc"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:534","hagrid_0e040a8d","","","False","","","hagrid ""I do! Yeh write near-sexual stuff. Titi- tite... errr, wha' do yeh call it? Tittielating?"" id hagrid_0e040a8d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:536","markus_6ec9f745","","","False","","","markus ""Titillating?"" id markus_6ec9f745"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:538","hagrid_4e5b672a","","","False","","","hagrid ""Yes, that's it! Oh, jus' thinkin' abou' it... I be needin' a hole to plug, get it?!"" id hagrid_4e5b672a"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:540","markus_8ce37907","","","False","","","markus ""(Lovely to imagine.)"" id markus_8ce37907"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:542","markus_cca2e8df","","","False","","","markus ""Hagrid, I really have to go."" id markus_cca2e8df"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:545","markus_57989d45","","","False","","","markus ""Not anymore, Hagrid. Part of growing up is not thinking about naked girls constantly."" id markus_57989d45"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:547","hagrid_88f311d1","","","False","","","hagrid ""How can yeh say tha'? Yer not a poofster, are yeh?"" id hagrid_88f311d1"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:549","markus_f3788721","","","False","","","markus ""No, Hagrid, I'm not gay! I've just matured."" id markus_f3788721"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:551","hagrid_801a04be","","","False","","","hagrid ""'s a shame. Yeh had real talent, lad. Yeh sure yeh're pas' it?"" id hagrid_801a04be"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:553","markus_24958694","","","False","","","markus ""Hagrid, write it yourself, if you want to. I'm sure your fantasies are sick... I mean... rich enough."" id markus_24958694"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:555","hagrid_09f2226e","","","False","","","hagrid ""I never had yer way with words, Sally. All the quills on Diagon Alley are ter small fer me hands anyways."" id hagrid_09f2226e"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:556","markus_60a40d15_1","","","False","","","markus ""Yes..."" id markus_60a40d15_1"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:559","markus_6795210d","","","False","","","markus ""Umm, what's with all these questions?"" id markus_6795210d"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:561","hagrid_4eb7a3b3","","","False","","","hagrid ""Not ter worry, lad. I read some o' yer stories back in the day is all."" id hagrid_4eb7a3b3"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:563","markus_b6820747","","","False","","","markus ""I'm not sure... which stories are you talking about? Are you sure you aren't mistaken?"" id markus_b6820747"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:565","hagrid_aae89e0a","","","False","","","hagrid ""\""Seducin' Sonya\""? \""Makin' the Four\""? \""Lady inter Forest\""? \""Girl with a Bikini Tattoo\""? I remember 'em all. I wanted ter advise yeh on a couple o' the endings."" id hagrid_aae89e0a"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:567","markus_e6489341","","","False","","","markus ""Hagrid, this is neither the time nor the place."" id markus_e6489341"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:569","hagrid_a7915d86","","","False","","","hagrid ""But yeh wrote it, right?"" id hagrid_a7915d86"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:571","markus_fe293741","","","False","","","markus ""I no longer write any stories. And I don't recall ever writing those, either."" id markus_fe293741"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:573","hagrid_1859afd7","","","False","","","hagrid ""Well, I do! And I wan' yeh, very much, ter finish tha' story, \""The Slytherin, The Basilisk, and The Chamber\""!"" id hagrid_1859afd7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:577","hagrid_6762ddf1","","","False","","","hagrid ""I can even show yeh some moves! Yeh know, ter put 'em on the page."" id hagrid_6762ddf1"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:579","markus_b3b3ee2a","","","False","","","markus ""I won't be putting anything \""on the page\"", especially your moves. Never show me any moves, okay?"" id markus_b3b3ee2a"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:581","hagrid_7d5191d7","","","False","","","hagrid ""I jus' wanted ter give yeh a few ideas. Doub' I'm the on'y one followin' yer stories."" id hagrid_7d5191d7"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:584","markus_9ae1dd12","","","False","","","markus ""Stop! That's it. We're not going anywhere."" id markus_9ae1dd12"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:586","hagrid_aba5f3fd","","","False","","","hagrid ""Why? I thought yeh said yeh were in a hurry."" id hagrid_aba5f3fd"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:588","markus_06b7cfed","","","False","","","markus ""I..."" id markus_06b7cfed"
"game/scripts/plot/act_1_new/chapter_1/dialogues.rpy:590","markus_81f4e107","","","False","","","markus ""(I don't want to go anywhere with him. I don't want to be labeled a pervert on my first day back.)"" id markus_81f4e107"
